series,episode,episode_title,task_number,task_title,task_type,points,points_desc,panellist_full_name,task_type_general,episode_airing,pannelist_id,birthday,gender,origin
11,6,Absolute Casserole,3,Make the best portrait of the Taskmaster on this door only using your feet. You have ten minutes. Your time starts now.,Task 1,1,,Lee Mack,Task,22 April 2021,11-3,4-Aug-1968,male,UK
11,6,Absolute Casserole,4,Vandalise this wall. Most creative vandalism wins. You have 20 minutes. Your time starts now.,Task 2 (Team Task),5,"Parody Banksy's ""Balloon Girl"".",Lee Mack,Team Task,22 April 2021,11-3,4-Aug-1968,male,UK
11,6,Absolute Casserole,5,Identify the contents of the battered items in this fish and chips order. You may lick and sniff all of the items. You may bite into two. You may squeeze one between your elbows. You may really stamp on one. You may look at one through a magnifying glass. You may put one in a glass of water. Most correctly identified items wins. You have ten minutes. Your time starts now.,Task 3,1,3 items,Lee Mack,Task,22 April 2021,11-3,4-Aug-1968,male,UK
11,6,Absolute Casserole,6,"Tie the very ends of the string to the arms of the glasses, then put the glasses on. Fastest wins. [The string and glasses are inside a padlocked toolbox.]",Live Task,5,,Lee Mack,Live Task,22 April 2021,11-3,4-Aug-1968,male,UK
11,7,You've Got No Chutzpah,1,"The best thing to hang from a wall, that you wouldn't normally hang from a wall.",Prize task,5,"A bed, into which you strap yourself down to.",Lee Mack,Prize Task,29 April 2021,11-3,4-Aug-1968,male,UK
11,7,You've Got No Chutzpah,2,"Complete these tasks. Most tasks wins. You may not step beyond this line. You had ten minutes from when the fuse was lit [Alex lights a fuse, setting the paper the task is printed upon on fire]. Attack the biscuit. Chuck the dog. Embrace the fish. Grab the hat. Inspect the jacket. Kick the lemon. Mash the nectarine. Open the plum. Quaff the Ribena. Sniff the turnip. Undermine the vole. Whack the xylophone. Yank the zebra.",Task 1,3,4 tasks completed.,Lee Mack,Task,29 April 2021,11-3,4-Aug-1968,male,UK
11,7,You've Got No Chutzpah,3,Make the best babushka meal. Each course must be presented inside the previous course. Best babushka meal wins. You five minutes to order your ingredients and 20 minutes to prepare your babushka meal. Your time starts now.,Task 2,4,,Lee Mack,Task,29 April 2021,11-3,4-Aug-1968,male,UK
11,7,You've Got No Chutzpah,4,Get out of the front gate setting off the alarm the fewest times. Every time the alarm goes off you must start again. You must only step on your stepping stones. Your time starts now.,Task 3 (Team Task),5,21 times.,Lee Mack,Team Task,29 April 2021,11-3,4-Aug-1968,male,UK
11,7,You've Got No Chutzpah,5,Make your rubber gloves and wellies as heavy as possible whilst wearing your rubber gloves and wellies. You have 90 seconds. You must only put things in your rubber gloves for the first minute.,Live Task,5,6.42kg,Lee Mack,Live Task,29 April 2021,11-3,4-Aug-1968,male,UK
11,8,An Orderly Species,1,Most satisfying wobbly thing.,Prize task,3,A jelly in the shape of his belly.,Lee Mack,Prize Task,6 May 2021,11-3,4-Aug-1968,male,UK
11,8,An Orderly Species,2,"Say the word ""metronome"" between every tick of this metronome. You may not touch or stop the metronome. Also, you must blow up and tie a balloon so it's bigger than your head, neatly gift wrap the balloon, and eat three whole poppadoms. You have five minutes. The person who accomplishes the most things within the fewest missed metronomes wins. Your time starts when the metronome starts.",Task 1,4,3 missed metronomes.,Lee Mack,Task,6 May 2021,11-3,4-Aug-1968,male,UK
11,8,An Orderly Species,3,"Draw the best picture of a British animal. Each person must fill in one section at a time and may not look at any other section during that time. Every section must be used, and you may not communicate with each other in any way during the task. Best picture of a British animal wins. You have three minutes per section. Your time starts now.",Task 2 (Team Task),3,,Lee Mack,Team Task,6 May 2021,11-3,4-Aug-1968,male,UK
11,8,An Orderly Species,4,"Record the greatest aircraft safety announcement, then perform the greatest aircraft safety demonstration. Your announcement must be in an accent or language other than your own, and your demonstration must be unforgettable. You have 20 minutes. Your time starts now.",Task 3,3,Australian accent.,Lee Mack,Task,6 May 2021,11-3,4-Aug-1968,male,UK
11,8,An Orderly Species,5,"Stand on either one leg or both legs. You must do so one at a time behind this curtain, with your hands on your head. The Taskmaster will then guess if you are standing on either one leg or both legs. If he guesses correctly you are eliminated. The last person standing on either one leg or both legs wins.",Live Task,5,Winner,Lee Mack,Live Task,6 May 2021,11-3,4-Aug-1968,male,UK
11,9,Mr Octopus And Pottyhands,1,The nattiest knitwear,Prize task,4,"Children's knitwear, which includes knitted masks.",Lee Mack,Prize Task,13 May 2021,11-3,4-Aug-1968,male,UK
11,9,Mr Octopus And Pottyhands,2,Make the most impressive and realistic weather for Taskmaster Island. You have 30 minutes and your weather must last for no more than one minute. Your time starts now.,Task 1,1,Creates fog with a smoke machine.,Lee Mack,Task,13 May 2021,11-3,4-Aug-1968,male,UK
11,9,Mr Octopus And Pottyhands,3,"Build a tower, then topple your tower so that the yoghurt lands in a numbered square. You have one yoghurt and one toppling attempt. Highest score wins. You have 20 minutes. Your time starts now.",Task 2,0,"Fail to land in any numbered square, thus scoring zero.",Lee Mack,Task,13 May 2021,11-3,4-Aug-1968,male,UK
11,9,Mr Octopus And Pottyhands,4,Look the most different in four photos taken by the camera. The camera will spin round three times and take a picture every time it faces the frame. You must not hinder the camera or the spinning mechanism in any way. You must be in all four photos. Most varied set of photos wins. The camera will start spinning in 20 minutes from now.,Task 3,3,,Lee Mack,Task,13 May 2021,11-3,4-Aug-1968,male,UK
11,9,Mr Octopus And Pottyhands,5,Shove your fish onto the target using your mop. You must shove your fish within ten seconds of Alex laying down your fish. Furthest from the target ten seconds after each round is eliminated. If your fish falls off the Knappett at any point you are eliminated. Last shover shoving wins.,Live Task,1,,Lee Mack,Live Task,13 May 2021,11-3,4-Aug-1968,male,UK
11,1,It's Not Your Fault,1,"The best thing you can carry, but only just.",Prize task,3,A stolen bar fridge.,Sarah Kendall,Prize Task,18 March 2021,11-5,3-Aug-1976,female,Australia
11,1,It's Not Your Fault,2,"Do the most impressive thing under this table with one hand. You must be looking at the camera and waving with your other hand throughout your impressive thing. You have 15 minutes to prepare for your impressive thing, then a minute in which to do your impressive thing. Your time starts now.",Task 1,4,Gives Alex a makeover.,Sarah Kendall,Task,18 March 2021,11-5,3-Aug-1976,female,Australia
11,1,It's Not Your Fault,3,Catch the rat. Most ingenious catching of the rat wins. You must be at least three metres from the rat when you catch it. The rat will run over the red green in 30 minutes from now.,Task 2,3,,Sarah Kendall,Task,18 March 2021,11-5,3-Aug-1976,female,Australia
11,1,It's Not Your Fault,4,"Deliver all the plates to Alex. When carrying the plates, you must travel by scooter or bicycle or hoverboard. For every plate fallen or broken, you will have 20 minutes added to your time. Fastest wins. You may start moving plates in three minutes from now.",Task 3,4,0:02:29,Sarah Kendall,Task,18 March 2021,11-5,3-Aug-1976,female,Australia
11,1,It's Not Your Fault,5,"Stack your buckets so that they are taller than you, then put one beanbag on top of the buckets. You may not leave your spot at any point. Fastest wins.",Live Task,5,,Sarah Kendall,Live Task,18 March 2021,11-5,3-Aug-1976,female,Australia
11,2,The Lure Of The Treacle Puppies,1,Best drinking vessel.,Prize task,3,A mug made by her then seven-year-old daughter.,Sarah Kendall,Prize Task,25 March 2021,11-5,3-Aug-1976,female,Australia
11,2,The Lure Of The Treacle Puppies,2,"Make that balloon hover untethered for 20 seconds. During the hovering, the top of the balloon must not be higher than your chin, and the bottom of the balloon must not be lower than your waist. Also, you must sneer throughout the 20 seconds. Fastest wins. Your time starts now.",Task 1,3,21:18,Sarah Kendall,Task,25 March 2021,11-5,3-Aug-1976,female,Australia
11,2,The Lure Of The Treacle Puppies,3,"Have an argument. You must take it in turns to angrily make a point using no more than ten words, and you must always end your point with a different four-letter word. You must look at each other throughout the argument and the person speaking must angrily wag their finger during their speech. The argument is over when there is ten second of silence, or when one of you looks away. Longest argument wins. Your argument must being three minutes from now.",Task 2 (Team Task),2,3:08,Sarah Kendall,Team Task,25 March 2021,11-5,3-Aug-1976,female,Australia
11,2,The Lure Of The Treacle Puppies,4,Make the house haunted. Most haunted house wins. You have one hour. Your time starts now.,Task 3,5,"Parodies The Shining, with her playing the Grady Twins.",Sarah Kendall,Task,25 March 2021,11-5,3-Aug-1976,female,Australia
11,2,The Lure Of The Treacle Puppies,5,"Correctly guess your standing in the group. The Taskmaster will read out a category, then you must hold the number that reflects your standing in the group. Most correct answers wins.",Live Task,4,2 correct answers.,Sarah Kendall,Live Task,25 March 2021,11-5,3-Aug-1976,female,Australia
11,3,Run Up A Tree To The Moon,1,Most shocking thing that is larger than a cat but smaller than a pig.,Prize task,3,A toy horse where the ears and tail what look disturbingly like sex toys.,Sarah Kendall,Prize Task,1 April 2021,11-5,3-Aug-1976,female,Australia
11,3,Run Up A Tree To The Moon,2,Make the sauna stones hiss. You must be standing behind the rope when the sauna stones hiss. You may not move the sauna stones or this rope. You may not use a hose. Fastest wins. Your time starts now.,Task 1,5,8:02,Sarah Kendall,Task,1 April 2021,11-5,3-Aug-1976,female,Australia
11,3,Run Up A Tree To The Moon,3,Create the best new way to remember how many days each of the months has. You have 20 minutes. Your time starts now.,Task 2,5,Uses her body joints to remember which months are up (31) and which are down (30 and less).,Sarah Kendall,Task,1 April 2021,11-5,3-Aug-1976,female,Australia
11,3,Run Up A Tree To The Moon,4,"Get all of our luggage through security. You must stay inside the maze until your luggage has been through the x-ray machine. You may go under one rope and release one rope. You may also disconnect one pole completely, but you must then pick up that pole and carry it for the rest of the task. If any of your luggage touches any of the barriers, the maze will restart and you must start again. Fastest wins. Your time starts now.",Task 3,4,Time not given.,Sarah Kendall,Task,1 April 2021,11-5,3-Aug-1976,female,Australia
11,3,Run Up A Tree To The Moon,5,Act out a nursery rhyme for the Taskmaster to guess. Each team has three minutes to act out their nursery rhymes. Most nursery rhymes guessed by the Taskmaster wins. You must remain silent and on your spots throughout.,Live Task (Team Task),3,4 rhymes identified.,Sarah Kendall,Live Team Task,1 April 2021,11-5,3-Aug-1976,female,Australia
11,4,Premature Conker,1,The craziest thing.,Prize task,5,Melted wax angel faces.,Sarah Kendall,Prize Task,8 April 2021,11-5,3-Aug-1976,female,Australia
11,4,Premature Conker,2,Get all of this banana into the bottle. You may not break the bottle. The bottle may not leave the lab. Fastest wins. Your time starts now.,Task 1,5,8:49,Sarah Kendall,Task,8 April 2021,11-5,3-Aug-1976,female,Australia
11,4,Premature Conker,3,Put the bag of salt on that table over there. No-one may move while holding the bag of salt. If the bag of salt touches the ground at any point you must return to your starting point. If any bell touches the ground at any point you must return to your starting point. You may not touch the rope or your belts. Fastest wins. Your time starts now.,Task 2 (Team Task),5,Completed the task.,Sarah Kendall,Team Task,8 April 2021,11-5,3-Aug-1976,female,Australia
11,4,Premature Conker,4,Get this sheet of loo roll as far from here as possible. Only this sheet of loo roll may touch the ground. The loo roll must not break at any point and the loo roll inner tube must stay on the loo roll holder at all times. You have twenty minutes. Your time starts now.,Task 3,4,14m,Sarah Kendall,Task,8 April 2021,11-5,3-Aug-1976,female,Australia
11,4,Premature Conker,5,Write down what five things are in the bowl under the table and how many of each thing there are. You must look at the Taskmaster throughout this task. One of your hands must be in the bowl and the other must be holding your pen throughout the task. You have two minutes. The most accurate answers wins.,Live Task,4,3 correct answers,Sarah Kendall,Live Task,8 April 2021,11-5,3-Aug-1976,female,Australia
11,5,Slap And Tong,1,Best thing you can operate with your hand.,Prize task,2,Her bass guitar.,Sarah Kendall,Prize Task,15 April 2021,11-5,3-Aug-1976,female,Australia
11,5,Slap And Tong,2,Cover your lower half in biodegradable clingfilm and gaffer tape so that no part of your lower half isn't covered in biodegradable clingfilm and gaffer tape. Your time starts now. Part 2: Put on the captain's hat. Your lower half must be completely covered in biodegradable clingfilm and gaffer tape when you're wearing the captain's hat. Fastest wins. Your time starts now.,"Task 1, Part 1",4,0:41,Sarah Kendall,Task,15 April 2021,11-5,3-Aug-1976,female,Australia
11,5,Slap And Tong,3,"Make the best uniform for this bee. You must wear your beekeeping outfit throughout the task. You have five minutes to order five items, and then 15 minutes to make the uniform. Your time starts now.",Task 2,2,Beekeeping uniform.,Sarah Kendall,Task,15 April 2021,11-5,3-Aug-1976,female,Australia
11,5,Slap And Tong,4,"Arrange the seven objects in a line on the table in order of the number of sides they have. Fewest sides on your left, most sides on your right. You may only touch the objects with your face. If anything falls from the table, you're disqualified. You have ten minutes. You must put on your darkness goggles now. Your time starts now.",Task 3,0,Disqualified as items fell off the table.,Sarah Kendall,Task,15 April 2021,11-5,3-Aug-1976,female,Australia
11,5,Slap And Tong,5,"Team 1: Grab the marshmallow with your tongs. When the Taskmaster says ""play"" (changed to ""3, 2, 1, slap and tong""), you have ten seconds to grab the marshmallow. Once your tongs are over the table, you must attempt to grab the marshmallow. If you successfully grab the marshmallow, you win. Team 2: Bat away the marshmallow. When the Taskmaster says ""play"" (changed to ""3, 2, 1, slap and tong""), you will have ten seconds to bat away the marshmallow. Your hands may not be over the table until the other player's tongs are over the table. If your hand is over the table first, you are disqualified from the round. If you bat away the marshmallow, you win.","Live Task (Team Task)",4,,Sarah Kendall,Live Team Task,15 April 2021,11-5,3-Aug-1976,female,Australia
11,6,Absolute Casserole,1,Most annoying thing.,Prize task,4,A stud finder.,Sarah Kendall,Prize Task,22 April 2021,11-5,3-Aug-1976,female,Australia
11,6,Absolute Casserole,3,Make the best portrait of the Taskmaster on this door only using your feet. You have ten minutes. Your time starts now.,Task 1,4,,Sarah Kendall,Task,22 April 2021,11-5,3-Aug-1976,female,Australia
11,6,Absolute Casserole,4,Vandalise this wall. Most creative vandalism wins. You have 20 minutes. Your time starts now.,Task 2 (Team Task),1,Trashed the wall.,Sarah Kendall,Team Task,22 April 2021,11-5,3-Aug-1976,female,Australia
11,6,Absolute Casserole,5,Identify the contents of the battered items in this fish and chips order. You may lick and sniff all of the items. You may bite into two. You may squeeze one between your elbows. You may really stamp on one. You may look at one through a magnifying glass. You may put one in a glass of water. Most correctly identified items wins. You have ten minutes. Your time starts now.,Task 3,4,5 items,Sarah Kendall,Task,22 April 2021,11-5,3-Aug-1976,female,Australia
11,6,Absolute Casserole,6,"Tie the very ends of the string to the arms of the glasses, then put the glasses on. Fastest wins. [The string and glasses are inside a padlocked toolbox.]",Live Task,3,,Sarah Kendall,Live Task,22 April 2021,11-5,3-Aug-1976,female,Australia
11,7,You've Got No Chutzpah,1,"The best thing to hang from a wall, that you wouldn't normally hang from a wall.",Prize task,4,Drawings of herself.,Sarah Kendall,Prize Task,29 April 2021,11-5,3-Aug-1976,female,Australia
11,7,You've Got No Chutzpah,2,"Complete these tasks. Most tasks wins. You may not step beyond this line. You had ten minutes from when the fuse was lit [Alex lights a fuse, setting the paper the task is printed upon on fire]. Attack the biscuit. Chuck the dog. Embrace the fish. Grab the hat. Inspect the jacket. Kick the lemon. Mash the nectarine. Open the plum. Quaff the Ribena. Sniff the turnip. Undermine the vole. Whack the xylophone. Yank the zebra.",Task 1,1,2 tasks completed.,Sarah Kendall,Task,29 April 2021,11-5,3-Aug-1976,female,Australia
11,7,You've Got No Chutzpah,3,Make the best babushka meal. Each course must be presented inside the previous course. Best babushka meal wins. You five minutes to order your ingredients and 20 minutes to prepare your babushka meal. Your time starts now.,Task 2,4,,Sarah Kendall,Task,29 April 2021,11-5,3-Aug-1976,female,Australia
11,7,You've Got No Chutzpah,4,Get out of the front gate setting off the alarm the fewest times. Every time the alarm goes off you must start again. You must only step on your stepping stones. Your time starts now.,Task 3 (Team Task),0,34 times.,Sarah Kendall,Team Task,29 April 2021,11-5,3-Aug-1976,female,Australia
11,7,You've Got No Chutzpah,5,Make your rubber gloves and wellies as heavy as possible whilst wearing your rubber gloves and wellies. You have 90 seconds. You must only put things in your rubber gloves for the first minute.,Live Task,3,1.12kg,Sarah Kendall,Live Task,29 April 2021,11-5,3-Aug-1976,female,Australia
11,8,An Orderly Species,1,Most satisfying wobbly thing.,Prize task,3,A sausage of chicken meat.,Sarah Kendall,Prize Task,6 May 2021,11-5,3-Aug-1976,female,Australia
11,8,An Orderly Species,2,"Say the word ""metronome"" between every tick of this metronome. You may not touch or stop the metronome. Also, you must blow up and tie a balloon so it's bigger than your head, neatly gift wrap the balloon, and eat three whole poppadoms. You have five minutes. The person who accomplishes the most things within the fewest missed metronomes wins. Your time starts when the metronome starts.",Task 1,1,Failed to complete any of the tasks.,Sarah Kendall,Task,6 May 2021,11-5,3-Aug-1976,female,Australia
11,8,An Orderly Species,3,"Draw the best picture of a British animal. Each person must fill in one section at a time and may not look at any other section during that time. Every section must be used, and you may not communicate with each other in any way during the task. Best picture of a British animal wins. You have three minutes per section. Your time starts now.",Task 2 (Team Task),2,,Sarah Kendall,Team Task,6 May 2021,11-5,3-Aug-1976,female,Australia
11,8,An Orderly Species,4,"Record the greatest aircraft safety announcement, then perform the greatest aircraft safety demonstration. Your announcement must be in an accent or language other than your own, and your demonstration must be unforgettable. You have 20 minutes. Your time starts now.",Task 3,3,Gibberish.,Sarah Kendall,Task,6 May 2021,11-5,3-Aug-1976,female,Australia
11,8,An Orderly Species,5,"Stand on either one leg or both legs. You must do so one at a time behind this curtain, with your hands on your head. The Taskmaster will then guess if you are standing on either one leg or both legs. If he guesses correctly you are eliminated. The last person standing on either one leg or both legs wins.",Live Task,3,Out second round.,Sarah Kendall,Live Task,6 May 2021,11-5,3-Aug-1976,female,Australia
11,9,Mr Octopus And Pottyhands,1,The nattiest knitwear,Prize task,2,"A jumper covered in frogs, given to her by a friend who mistakenly thought Sarah loved frogs.",Sarah Kendall,Prize Task,13 May 2021,11-5,3-Aug-1976,female,Australia
11,9,Mr Octopus And Pottyhands,2,Make the most impressive and realistic weather for Taskmaster Island. You have 30 minutes and your weather must last for no more than one minute. Your time starts now.,Task 1,3,"Pours salt, sugar and ice to make a blizzard.",Sarah Kendall,Task,13 May 2021,11-5,3-Aug-1976,female,Australia
11,9,Mr Octopus And Pottyhands,3,"Build a tower, then topple your tower so that the yoghurt lands in a numbered square. You have one yoghurt and one toppling attempt. Highest score wins. You have 20 minutes. Your time starts now.",Task 2,4,2 points,Sarah Kendall,Task,13 May 2021,11-5,3-Aug-1976,female,Australia
11,9,Mr Octopus And Pottyhands,4,Look the most different in four photos taken by the camera. The camera will spin round three times and take a picture every time it faces the frame. You must not hinder the camera or the spinning mechanism in any way. You must be in all four photos. Most varied set of photos wins. The camera will start spinning in 20 minutes from now.,Task 3,3,,Sarah Kendall,Task,13 May 2021,11-5,3-Aug-1976,female,Australia
11,9,Mr Octopus And Pottyhands,5,Shove your fish onto the target using your mop. You must shove your fish within ten seconds of Alex laying down your fish. Furthest from the target ten seconds after each round is eliminated. If your fish falls off the Knappett at any point you are eliminated. Last shover shoving wins.,Live Task,4,,Sarah Kendall,Live Task,13 May 2021,11-5,3-Aug-1976,female,Australia
11,1,It's Not Your Fault,1,"The best thing you can carry, but only just.",Prize task,2,A slightly hot potato.,Jamali Maddix,Prize Task,18 March 2021,11-2,8-Apr-1991,male,UK
11,1,It's Not Your Fault,2,"Do the most impressive thing under this table with one hand. You must be looking at the camera and waving with your other hand throughout your impressive thing. You have 15 minutes to prepare for your impressive thing, then a minute in which to do your impressive thing. Your time starts now.",Task 1,3,"Spinning a cushion. Greg later gives him a bonus point after saying that he could also do it, but fails to do so.",Jamali Maddix,Task,18 March 2021,11-2,8-Apr-1991,male,UK
11,1,It's Not Your Fault,3,Catch the rat. Most ingenious catching of the rat wins. You must be at least three metres from the rat when you catch it. The rat will run over the red green in 30 minutes from now.,Task 2,1,,Jamali Maddix,Task,18 March 2021,11-2,8-Apr-1991,male,UK
11,1,It's Not Your Fault,4,"Deliver all the plates to Alex. When carrying the plates, you must travel by scooter or bicycle or hoverboard. For every plate fallen or broken, you will have 20 minutes added to your time. Fastest wins. You may start moving plates in three minutes from now.",Task 3,1,3:08:00,Jamali Maddix,Task,18 March 2021,11-2,8-Apr-1991,male,UK
11,1,It's Not Your Fault,5,"Stack your buckets so that they are taller than you, then put one beanbag on top of the buckets. You may not leave your spot at any point. Fastest wins.",Live Task,0,"Keep knocking down each others' towers, and thus don't reach the required height.",Jamali Maddix,Live Task,18 March 2021,11-2,8-Apr-1991,male,UK
11,2,The Lure Of The Treacle Puppies,1,Best drinking vessel.,Prize task,1,A plastic cup.,Jamali Maddix,Prize Task,25 March 2021,11-2,8-Apr-1991,male,UK
11,2,The Lure Of The Treacle Puppies,2,"Make that balloon hover untethered for 20 seconds. During the hovering, the top of the balloon must not be higher than your chin, and the bottom of the balloon must not be lower than your waist. Also, you must sneer throughout the 20 seconds. Fastest wins. Your time starts now.",Task 1,5,4:50,Jamali Maddix,Task,25 March 2021,11-2,8-Apr-1991,male,UK
11,2,The Lure Of The Treacle Puppies,3,"Have an argument. You must take it in turns to angrily make a point using no more than ten words, and you must always end your point with a different four-letter word. You must look at each other throughout the argument and the person speaking must angrily wag their finger during their speech. The argument is over when there is ten second of silence, or when one of you looks away. Longest argument wins. Your argument must being three minutes from now.",Task 2 (Team Task),2,3:08,Jamali Maddix,Team Task,25 March 2021,11-2,8-Apr-1991,male,UK
11,2,The Lure Of The Treacle Puppies,4,Make the house haunted. Most haunted house wins. You have one hour. Your time starts now.,Task 3,3,"Uses a lot of string to make things fly across the house, including two cabbages and a white sheet.",Jamali Maddix,Task,25 March 2021,11-2,8-Apr-1991,male,UK
11,2,The Lure Of The Treacle Puppies,5,"Correctly guess your standing in the group. The Taskmaster will read out a category, then you must hold the number that reflects your standing in the group. Most correct answers wins.",Live Task,2,1 correct answer.,Jamali Maddix,Live Task,25 March 2021,11-2,8-Apr-1991,male,UK
11,3,Run Up A Tree To The Moon,1,Most shocking thing that is larger than a cat but smaller than a pig.,Prize task,3,A mini motorbike (because he forgot the item had to be shocking).,Jamali Maddix,Prize Task,1 April 2021,11-2,8-Apr-1991,male,UK
11,3,Run Up A Tree To The Moon,2,Make the sauna stones hiss. You must be standing behind the rope when the sauna stones hiss. You may not move the sauna stones or this rope. You may not use a hose. Fastest wins. Your time starts now.,Task 1,1,25:30,Jamali Maddix,Task,1 April 2021,11-2,8-Apr-1991,male,UK
11,3,Run Up A Tree To The Moon,3,Create the best new way to remember how many days each of the months has. You have 20 minutes. Your time starts now.,Task 2,4,Gives Greg a long voicemail.,Jamali Maddix,Task,1 April 2021,11-2,8-Apr-1991,male,UK
11,3,Run Up A Tree To The Moon,4,"Get all of our luggage through security. You must stay inside the maze until your luggage has been through the x-ray machine. You may go under one rope and release one rope. You may also disconnect one pole completely, but you must then pick up that pole and carry it for the rest of the task. If any of your luggage touches any of the barriers, the maze will restart and you must start again. Fastest wins. Your time starts now.",Task 3,0,"Disqualified as he did not give Alex his passport and boarding card, which were at the entrance to the maze.",Jamali Maddix,Task,1 April 2021,11-2,8-Apr-1991,male,UK
11,3,Run Up A Tree To The Moon,5,Act out a nursery rhyme for the Taskmaster to guess. Each team has three minutes to act out their nursery rhymes. Most nursery rhymes guessed by the Taskmaster wins. You must remain silent and on your spots throughout.,Live Task (Team Task),3,4 rhymes identified.,Jamali Maddix,Live Team Task,1 April 2021,11-2,8-Apr-1991,male,UK
11,4,Premature Conker,1,The craziest thing.,Prize task,3,A photo of a baby smoking.,Jamali Maddix,Prize Task,8 April 2021,11-2,8-Apr-1991,male,UK
11,4,Premature Conker,2,Get all of this banana into the bottle. You may not break the bottle. The bottle may not leave the lab. Fastest wins. Your time starts now.,Task 1,3,23:19,Jamali Maddix,Task,8 April 2021,11-2,8-Apr-1991,male,UK
11,4,Premature Conker,3,Put the bag of salt on that table over there. No-one may move while holding the bag of salt. If the bag of salt touches the ground at any point you must return to your starting point. If any bell touches the ground at any point you must return to your starting point. You may not touch the rope or your belts. Fastest wins. Your time starts now.,Task 2 (Team Task),5,Completed the task.,Jamali Maddix,Team Task,8 April 2021,11-2,8-Apr-1991,male,UK
11,4,Premature Conker,4,Get this sheet of loo roll as far from here as possible. Only this sheet of loo roll may touch the ground. The loo roll must not break at any point and the loo roll inner tube must stay on the loo roll holder at all times. You have twenty minutes. Your time starts now.,Task 3,5,363m,Jamali Maddix,Task,8 April 2021,11-2,8-Apr-1991,male,UK
11,4,Premature Conker,5,Write down what five things are in the bowl under the table and how many of each thing there are. You must look at the Taskmaster throughout this task. One of your hands must be in the bowl and the other must be holding your pen throughout the task. You have two minutes. The most accurate answers wins.,Live Task,5,4 correct answers,Jamali Maddix,Live Task,8 April 2021,11-2,8-Apr-1991,male,UK
11,5,Slap And Tong,1,Best thing you can operate with your hand.,Prize task,5,A homemade tattoo gun.,Jamali Maddix,Prize Task,15 April 2021,11-2,8-Apr-1991,male,UK
11,5,Slap And Tong,2,Cover your lower half in biodegradable clingfilm and gaffer tape so that no part of your lower half isn't covered in biodegradable clingfilm and gaffer tape. Your time starts now. Part 2: Put on the captain's hat. Your lower half must be completely covered in biodegradable clingfilm and gaffer tape when you're wearing the captain's hat. Fastest wins. Your time starts now.,"Task 1, Part 1",5,0:40,Jamali Maddix,Task,15 April 2021,11-2,8-Apr-1991,male,UK
11,5,Slap And Tong,3,"Make the best uniform for this bee. You must wear your beekeeping outfit throughout the task. You have five minutes to order five items, and then 15 minutes to make the uniform. Your time starts now.",Task 2,1,Scrooge uniform.,Jamali Maddix,Task,15 April 2021,11-2,8-Apr-1991,male,UK
11,5,Slap And Tong,4,"Arrange the seven objects in a line on the table in order of the number of sides they have. Fewest sides on your left, most sides on your right. You may only touch the objects with your face. If anything falls from the table, you're disqualified. You have ten minutes. You must put on your darkness goggles now. Your time starts now.",Task 3,0,Disqualified as items fell off the table.,Jamali Maddix,Task,15 April 2021,11-2,8-Apr-1991,male,UK
11,5,Slap And Tong,5,"Team 1: Grab the marshmallow with your tongs. When the Taskmaster says ""play"" (changed to ""3, 2, 1, slap and tong""), you have ten seconds to grab the marshmallow. Once your tongs are over the table, you must attempt to grab the marshmallow. If you successfully grab the marshmallow, you win. Team 2: Bat away the marshmallow. When the Taskmaster says ""play"" (changed to ""3, 2, 1, slap and tong""), you will have ten seconds to bat away the marshmallow. Your hands may not be over the table until the other player's tongs are over the table. If your hand is over the table first, you are disqualified from the round. If you bat away the marshmallow, you win.","Live Task (Team Task)",4,,Jamali Maddix,Live Team Task,15 April 2021,11-2,8-Apr-1991,male,UK
11,6,Absolute Casserole,1,Most annoying thing.,Prize task,5,Face paints.,Jamali Maddix,Prize Task,22 April 2021,11-2,8-Apr-1991,male,UK
11,6,Absolute Casserole,3,Make the best portrait of the Taskmaster on this door only using your feet. You have ten minutes. Your time starts now.,Task 1,5,,Jamali Maddix,Task,22 April 2021,11-2,8-Apr-1991,male,UK
11,6,Absolute Casserole,4,Vandalise this wall. Most creative vandalism wins. You have 20 minutes. Your time starts now.,Task 2 (Team Task),1,Trashed the wall.,Jamali Maddix,Team Task,22 April 2021,11-2,8-Apr-1991,male,UK
11,6,Absolute Casserole,5,Identify the contents of the battered items in this fish and chips order. You may lick and sniff all of the items. You may bite into two. You may squeeze one between your elbows. You may really stamp on one. You may look at one through a magnifying glass. You may put one in a glass of water. Most correctly identified items wins. You have ten minutes. Your time starts now.,Task 3,5,"Correctly identifies all six battered items (a kiwi fruit, a grape, an egg, batter, a leather wallet, and an apple and blackberry pie), after he finds a receipt of all the items inside the wallet.",Jamali Maddix,Task,22 April 2021,11-2,8-Apr-1991,male,UK
11,6,Absolute Casserole,6,"Tie the very ends of the string to the arms of the glasses, then put the glasses on. Fastest wins. [The string and glasses are inside a padlocked toolbox.]",Live Task,1,,Jamali Maddix,Live Task,22 April 2021,11-2,8-Apr-1991,male,UK
11,6,Absolute Casserole,8,Fire as many rubber bands into Alex's dangerously positioned bum bag as possible. Most rubber bands in the bum bag wins. You have two minutes. Your time starts now.,Tie-break task,Winner,7 rubber bands,Jamali Maddix,Tie-break Task,22 April 2021,11-2,8-Apr-1991,male,UK
11,7,You've Got No Chutzpah,1,"The best thing to hang from a wall, that you wouldn't normally hang from a wall.",Prize task,2,A mini-fridge.,Jamali Maddix,Prize Task,29 April 2021,11-2,8-Apr-1991,male,UK
